"Table 8: Age-specific percentages of health status, by IMD, by sex and age in England, 2021 [Notes 1 to 11]",,,,,,,,,,,,,
"Census 2021, England",,,,,,,,,,,,,
This worksheet contains one table,,,,,,,,,,,,,
Back to contents (this text contains a link),,,,,,,,,,,,,
Year,Country,Health Status,Sex,Age,IMD Decile,Count,Population,Age-specific Percentage,Lower 95% Confidence Interval,Upper 95% Confidence Interval,Notes,,
2021,England,Bad,Persons,30 to 34,2,"11,615","460,920",2.5,2.5,2.6,[z],,
2021,England,Bad,Persons,35 to 39,2,"14,025","419,025",3.3,3.3,3.4,[z],,
2021,England,Bad,Persons,40 to 44,2,"16,935","367,370",4.6,4.5,4.7,[z],,
2021,England,Bad,Persons,45 to 49,2,"22,445","352,030",6.4,6.3,6.5,[z],,
2021,England,Bad,Persons,50 to 54,2,"30,855","373,275",8.3,8.2,8.4,[z],,
2021,England,Bad,Persons,55 to 59,2,"35,070","345,790",10.1,10,10.2,[z],,
2021,England,Bad,Persons,60 to 64,2,"36,105","285,815",12.6,12.5,12.8,[z],,
2021,England,Bad,Persons,65 to 69,2,"28,525","225,240",12.7,12.5,12.8,[z],,
2021,England,Bad,Persons,70 to 74,2,"25,580","203,735",12.6,12.4,12.7,[z],,
2021,England,Bad,Persons,75 to 79,2,"20,450","142,620",14.3,14.1,14.5,[z],,
2021,England,Bad,Persons,80 to 84,2,"17,160","103,555",16.6,16.3,16.8,[z],,
2021,England,Bad,Persons,85 to 89,2,"12,105","62,455",19.4,19,19.7,[z],,
2021,England,Bad,Persons,90+,2,"7,515","35,960",20.9,20.4,21.4,[z],,
2021,England,Bad,Persons,Under 1,3,165,"65,615",0.3,0.2,0.3,[z],,
2021,England,Bad,Persons,1 to 4,3,"1,085","275,635",0.4,0.4,0.4,[z],,
2021,England,Bad,Persons,5 to 9,3,"1,845","357,005",0.5,0.5,0.5,[z],,
2021,England,Bad,Persons,10 to 14,3,"2,430","356,220",0.7,0.7,0.7,[z],,
2021,England,Bad,Persons,15 to 19,3,"3,650","338,310",1.1,1,1.1,[z],,
2021,England,Bad,Persons,20 to 24,3,"5,905","406,405",1.5,1.4,1.5,[z],,
2021,England,Bad,Persons,25 to 29,3,"7,655","457,495",1.7,1.6,1.7,[z],,
2021,England,Bad,Persons,30 to 34,3,"9,645","475,330",2,2,2.1,[z],,
2021,England,Bad,Persons,35 to 39,3,"11,660","429,565",2.7,2.7,2.8,[z],,
2021,England,Bad,Persons,40 to 44,3,"14,010","375,505",3.7,3.7,3.8,[z],,
2021,England,Bad,Persons,45 to 49,3,"18,915","359,240",5.3,5.2,5.3,[z],,
2021,England,Bad,Persons,50 to 54,3,"25,480","380,835",6.7,6.6,6.8,[z],,
2021,England,Bad,Persons,55 to 59,3,"29,815","357,830",8.3,8.2,8.4,[z],,
2021,England,Bad,Persons,60 to 64,3,"31,115","297,760",10.4,10.3,10.6,[z],,
2021,England,Bad,Persons,65 to 69,3,"25,245","240,545",10.5,10.4,10.6,[z],,
2021,England,Bad,Persons,70 to 74,3,"23,945","225,225",10.6,10.5,10.8,[z],,
2021,England,Bad,Persons,75 to 79,3,"19,920","159,265",12.5,12.3,12.7,[z],,
2021,England,Bad,Persons,80 to 84,3,"17,295","115,030",15,14.8,15.3,[z],,
2021,England,Bad,Persons,85 to 89,3,"12,405","68,860",18,17.7,18.3,[z],,
2021,England,Bad,Persons,90+,3,"7,820","40,060",19.5,19.1,20,[z],,
2021,England,Bad,Persons,Under 1,4,150,"61,045",0.2,0.2,0.3,[z],,
2021,England,Bad,Persons,1 to 4,4,835,"253,190",0.3,0.3,0.4,[z],,
2021,England,Bad,Persons,5 to 9,4,"1,450","327,230",0.4,0.4,0.5,[z],,
2021,England,Bad,Persons,10 to 14,4,"1,855","327,535",0.6,0.5,0.6,[z],,
2021,England,Bad,Persons,15 to 19,4,"3,095","324,780",1,0.9,1,[z],,
2021,England,Bad,Persons,20 to 24,4,"5,340","393,755",1.4,1.3,1.4,[z],,
2021,England,Bad,Persons,25 to 29,4,"6,385","431,225",1.5,1.4,1.5,[z],,
2021,England,Bad,Persons,30 to 34,4,"7,960","450,060",1.8,1.7,1.8,[z],,
2021,England,Bad,Persons,35 to 39,4,"9,835","410,135",2.4,2.4,2.4,[z],,
2021,England,Bad,Persons,40 to 44,4,"11,710","366,555",3.2,3.1,3.3,[z],,
2021,England,Bad,Persons,45 to 49,4,"15,555","356,150",4.4,4.3,4.4,[z],,
2021,England,Bad,Persons,50 to 54,4,"21,550","385,475",5.6,5.5,5.7,[z],,
2021,England,Bad,Persons,55 to 59,4,"25,755","374,050",6.9,6.8,7,[z],,
2021,England,Bad,Persons,60 to 64,4,"26,670","317,550",8.4,8.3,8.5,[z],,
2021,England,Bad,Persons,65 to 69,4,"22,855","265,895",8.6,8.5,8.7,[z],,
2021,England,Bad,Persons,70 to 74,4,"23,200","261,715",8.9,8.8,9,[z],,
2021,England,Bad,Persons,75 to 79,4,"20,410","187,285",10.9,10.7,11,[z],,
2021,England,Bad,Persons,80 to 84,4,"17,710","130,810",13.5,13.3,13.7,[z],,
2021,England,Bad,Persons,85 to 89,4,"13,295","79,830",16.7,16.4,16.9,[z],,
2021,England,Bad,Persons,90+,4,"8,845","46,905",18.9,18.5,19.3,[z],,
2021,England,Bad,Persons,Under 1,5,160,"56,820",0.3,0.2,0.3,[z],,
2021,England,Bad,Persons,1 to 4,5,695,"241,285",0.3,0.3,0.3,[z],,
2021,England,Bad,Persons,5 to 9,5,"1,260","315,735",0.4,0.4,0.4,[z],,
2021,England,Bad,Persons,10 to 14,5,"1,565","317,525",0.5,0.5,0.5,[z],,
2021,England,Bad,Persons,15 to 19,5,"2,880","310,880",0.9,0.9,1,[z],,
2021,England,Bad,Persons,20 to 24,5,"4,555","360,785",1.3,1.2,1.3,[z],,
2021,England,Bad,Persons,25 to 29,5,"5,445","394,380",1.4,1.3,1.4,[z],,
2021,England,Bad,Persons,30 to 34,5,"6,585","418,520",1.6,1.5,1.6,[z],,
2021,England,Bad,Persons,35 to 39,5,"7,940","388,430",2,2,2.1,[z],,
2021,England,Bad,Persons,40 to 44,5,"9,925","357,620",2.8,2.7,2.8,[z],,
2021,England,Bad,Persons,45 to 49,5,"13,275","356,915",3.7,3.7,3.8,[z],,
2021,England,Bad,Persons,50 to 54,5,"18,245","392,800",4.6,4.6,4.7,[z],,
2021,England,Bad,Persons,55 to 59,5,"22,120","388,080",5.7,5.6,5.8,[z],,
2021,England,Bad,Persons,60 to 64,5,"23,100","333,040",6.9,6.8,7,[z],,
2021,England,Bad,Persons,65 to 69,5,"20,445","284,825",7.2,7.1,7.3,[z],,
2021,England,Bad,Persons,70 to 74,5,"21,510","286,625",7.5,7.4,7.6,[z],,
2021,England,Bad,Persons,75 to 79,5,"19,865","209,170",9.5,9.4,9.6,[z],,
2021,England,Bad,Persons,80 to 84,5,"18,140","146,010",12.4,12.2,12.6,[z],,
2021,England,Bad,Persons,85 to 89,5,"14,125","89,395",15.8,15.5,16.1,[z],,
2021,England,Bad,Persons,90+,5,"9,315","51,660",18,17.7,18.4,[z],,
2021,England,Bad,Persons,Under 1,6,105,"55,925",0.2,0.2,0.2,[z],,
2021,England,Bad,Persons,1 to 4,6,590,"236,330",0.2,0.2,0.3,[z],,
2021,England,Bad,Persons,5 to 9,6,"1,100","312,855",0.4,0.3,0.4,[z],,
2021,England,Bad,Persons,10 to 14,6,"1,405","317,260",0.4,0.4,0.5,[z],,
2021,England,Bad,Persons,15 to 19,6,"2,635","303,680",0.9,0.8,0.9,[z],,
2021,England,Bad,Persons,20 to 24,6,"4,050","343,535",1.2,1.1,1.2,[z],,
2021,England,Bad,Persons,25 to 29,6,"4,775","379,795",1.3,1.2,1.3,[z],,
2021,England,Bad,Persons,30 to 34,6,"5,800","403,220",1.4,1.4,1.5,[z],,
2021,England,Bad,Persons,35 to 39,6,"7,070","381,725",1.9,1.8,1.9,[z],,
2021,England,Bad,Persons,40 to 44,6,"8,480","358,940",2.4,2.3,2.4,[z],,
2021,England,Bad,Persons,45 to 49,6,"11,345","362,540",3.1,3.1,3.2,[z],,
2021,England,Bad,Persons,50 to 54,6,"15,725","400,655",3.9,3.9,4,[z],,
2021,England,Bad,Persons,55 to 59,6,"19,000","399,700",4.8,4.7,4.8,[z],,
2021,England,Bad,Persons,60 to 64,6,"20,490","346,835",5.9,5.8,6,[z],,
2021,England,Bad,Persons,65 to 69,6,"18,560","300,125",6.2,6.1,6.3,[z],,
2021,England,Bad,Persons,70 to 74,6,"20,400","308,025",6.6,6.5,6.7,[z],,
2021,England,Bad,Persons,75 to 79,6,"19,635","226,525",8.7,8.5,8.8,[z],,
2021,England,Bad,Persons,80 to 84,6,"18,000","156,985",11.5,11.3,11.6,[z],,
2021,England,Bad,Persons,85 to 89,6,"14,580","96,175",15.2,14.9,15.4,[z],,
2021,England,Bad,Persons,90+,6,"10,150","55,440",18.3,18,18.7,[z],,
2021,England,Bad,Persons,Under 1,7,130,"52,060",0.2,0.2,0.3,[z],,
2021,England,Bad,Persons,1 to 4,7,510,"223,610",0.2,0.2,0.2,[z],,
2021,England,Bad,Persons,5 to 9,7,845,"300,040",0.3,0.3,0.3,[z],,
2021,England,Bad,Persons,10 to 14,7,"1,245","308,975",0.4,0.4,0.4,[z],,
2021,England,Bad,Persons,15 to 19,7,"2,305","293,425",0.8,0.8,0.8,[z],,
2021,England,Bad,Persons,20 to 24,7,"3,200","303,780",1.1,1,1.1,[z],,
2021,England,Bad,Persons,25 to 29,7,"4,010","336,990",1.2,1.2,1.2,[z],,
2021,England,Bad,Persons,30 to 34,7,"4,805","364,540",1.3,1.3,1.4,[z],,
2021,England,Bad,Persons,35 to 39,7,"5,830","357,270",1.6,1.6,1.7,[z],,
2021,England,Bad,Persons,40 to 44,7,"7,240","346,640",2.1,2,2.1,[z],,
2021,England,Bad,Persons,45 to 49,7,"9,925","359,795",2.8,2.7,2.8,[z],,
2021,England,Bad,Persons,50 to 54,7,"13,230","399,450",3.3,3.3,3.4,[z],,
2021,England,Bad,Persons,55 to 59,7,"16,570","401,490",4.1,4.1,4.2,[z],,
2021,England,Bad,Persons,60 to 64,7,"17,610","349,970",5,5,5.1,[z],,
2021,England,Bad,Persons,65 to 69,7,"16,575","307,145",5.4,5.3,5.5,[z],,
2021,England,Bad,Persons,70 to 74,7,"19,290","321,355",6,5.9,6.1,[z],,
2021,England,Bad,Persons,75 to 79,7,"18,680","237,640",7.9,7.7,8,[z],,
2021,England,Bad,Persons,80 to 84,7,"17,635","164,875",10.7,10.5,10.9,[z],,
2021,England,Bad,Persons,85 to 89,7,"14,385","100,140",14.4,14.1,14.6,[z],,
2021,England,Bad,Persons,90+,7,"9,870","56,965",17.3,17,17.7,[z],,
2021,England,Bad,Persons,Under 1,8,80,"50,305",0.2,0.1,0.2,[z],,
2021,England,Bad,Persons,1 to 4,8,445,"222,270",0.2,0.2,0.2,[z],,
2021,England,Bad,Persons,5 to 9,8,765,"303,445",0.3,0.2,0.3,[z],,
2021,England,Bad,Persons,10 to 14,8,"1,145","315,545",0.4,0.3,0.4,[z],,
2021,England,Bad,Persons,15 to 19,8,"2,130","301,030",0.7,0.7,0.7,[z],,
2021,England,Bad,Persons,20 to 24,8,"3,050","295,890",1,1,1.1,[z],,
2021,England,Bad,Persons,25 to 29,8,"3,485","323,435",1.1,1,1.1,[z],,
2021,England,Bad,Persons,30 to 34,8,"4,260","347,900",1.2,1.2,1.3,[z],,
2021,England,Bad,Persons,35 to 39,8,"5,160","350,475",1.5,1.4,1.5,[z],,
2021,England,Bad,Persons,40 to 44,8,"6,160","349,220",1.8,1.7,1.8,[z],,
2021,England,Bad,Persons,45 to 49,8,"8,180","364,805",2.2,2.2,2.3,[z],,
2021,England,Bad,Persons,50 to 54,8,"11,750","405,865",2.9,2.8,2.9,[z],,
2021,England,Bad,Persons,55 to 59,8,"14,370","405,640",3.5,3.5,3.6,[z],,
2021,England,Bad,Persons,60 to 64,8,"15,710","352,805",4.5,4.4,4.5,[z],,
2021,England,Bad,Persons,65 to 69,8,"14,920","310,030",4.8,4.7,4.9,[z],,
2021,England,Bad,Persons,70 to 74,8,"18,285","329,800",5.5,5.5,5.6,[z],,
2021,England,Bad,Persons,75 to 79,8,"18,205","245,050",7.4,7.3,7.5,[z],,
2021,England,Bad,Persons,80 to 84,8,"17,315","167,840",10.3,10.2,10.5,[z],,
2021,England,Bad,Persons,85 to 89,8,"14,670","103,245",14.2,14,14.4,[z],,
2021,England,Bad,Persons,90+,8,"10,105","58,925",17.1,16.8,17.5,[z],,
2021,England,Bad,Persons,Under 1,9,70,"48,645",0.1,0.1,0.2,[z],,
2021,England,Bad,Persons,1 to 4,9,400,"219,190",0.2,0.2,0.2,[z],,
2021,England,Bad,Persons,5 to 9,9,705,"306,875",0.2,0.2,0.2,[z],,
2021,England,Bad,Persons,10 to 14,9,"1,065","322,460",0.3,0.3,0.4,[z],,
2021,England,Bad,Persons,15 to 19,9,"1,965","290,530",0.7,0.6,0.7,[z],,
2021,England,Bad,Persons,20 to 24,9,"2,720","270,910",1,1,1,[z],,
2021,England,Bad,Persons,25 to 29,9,"3,095","294,015",1.1,1,1.1,[z],,
2021,England,Bad,Persons,30 to 34,9,"3,590","320,005",1.1,1.1,1.2,[z],,
2021,England,Bad,Persons,35 to 39,9,"4,160","338,310",1.2,1.2,1.3,[z],,
2021,England,Bad,Persons,40 to 44,9,"5,260","350,795",1.5,1.5,1.5,[z],,
2021,England,Bad,Persons,45 to 49,9,"7,150","370,020",1.9,1.9,2,[z],,
2021,England,Bad,Persons,50 to 54,9,"9,920","405,480",2.4,2.4,2.5,[z],,
2021,England,Bad,Persons,55 to 59,9,"12,355","402,315",3.1,3,3.1,[z],,
2021,England,Bad,Persons,60 to 64,9,"13,245","348,335",3.8,3.7,3.9,[z],,
2021,England,Bad,Persons,65 to 69,9,"12,960","308,320",4.2,4.1,4.3,[z],,
2021,England,Bad,Persons,70 to 74,9,"16,315","333,645",4.9,4.8,5,[z],,
2021,England,Bad,Persons,75 to 79,9,"16,630","249,440",6.7,6.6,6.8,[z],,
2021,England,Bad,Persons,80 to 84,9,"16,615","172,015",9.7,9.5,9.8,[z],,
2021,England,Bad,Persons,85 to 89,9,"14,185","106,185",13.4,13.1,13.6,[z],,
2021,England,Bad,Persons,90+,9,"10,160","60,775",16.7,16.4,17,[z],,
2021,England,Bad,Persons,Under 1,10,65,"44,390",0.1,0.1,0.2,[z],,
2021,England,Bad,Persons,1 to 4,10,335,"210,125",0.2,0.1,0.2,[z],,
2021,England,Bad,Persons,5 to 9,10,545,"313,995",0.2,0.2,0.2,[z],,
2021,England,Bad,Persons,10 to 14,10,890,"342,170",0.3,0.2,0.3,[z],,
2021,England,Bad,Persons,15 to 19,10,"1,985","323,595",0.6,0.6,0.6,[z],,
2021,England,Bad,Persons,20 to 24,10,"2,365","249,520",0.9,0.9,1,[z],,
2021,England,Bad,Persons,25 to 29,10,"2,460","240,605",1,1,1.1,[z],,
2021,England,Bad,Persons,30 to 34,10,"2,575","269,350",1,0.9,1,[z],,
2021,England,Bad,Persons,35 to 39,10,"3,125","311,605",1,1,1,[z],,
2021,England,Bad,Persons,40 to 44,10,"4,150","353,110",1.2,1.1,1.2,[z],,
2021,England,Bad,Persons,45 to 49,10,"5,480","383,420",1.4,1.4,1.5,[z],,
2021,England,Bad,Persons,50 to 54,10,"7,450","409,110",1.8,1.8,1.9,[z],,
2021,England,Bad,Persons,55 to 59,10,"9,160","402,065",2.3,2.2,2.3,[z],,
2021,England,Bad,Persons,60 to 64,10,"10,175","348,175",2.9,2.9,3,[z],,
2021,England,Bad,Persons,65 to 69,10,"10,090","308,080",3.3,3.2,3.3,[z],,
2021,England,Bad,Persons,70 to 74,10,"13,555","335,815",4,4,4.1,[z],,
2021,England,Bad,Persons,75 to 79,10,"14,470","252,205",5.7,5.6,5.8,[z],,
2021,England,Bad,Persons,80 to 84,10,"14,785","175,315",8.4,8.3,8.6,[z],,
2021,England,Bad,Persons,85 to 89,10,"13,315","110,385",12.1,11.9,12.3,[z],,
2021,England,Bad,Persons,90+,10,"9,675","62,140",15.6,15.3,15.9,[z],,
2021,England,Very bad,Female,Under 1,1,80,"37,045",0.2,0.2,0.3,[z],,
2021,England,Very bad,Female,1 to 4,1,295,"158,785",0.2,0.2,0.2,[z],,
2021,England,Very bad,Female,5 to 9,1,340,"209,640",0.2,0.1,0.2,[z],,
2021,England,Very bad,Female,10 to 14,1,360,"205,245",0.2,0.2,0.2,[z],,
2021,England,Very bad,Female,15 to 19,1,630,"182,900",0.3,0.3,0.4,[z],,
2021,England,Very bad,Female,20 to 24,1,975,"195,540",0.5,0.5,0.5,[z],,
2021,England,Very bad,Female,25 to 29,1,"1,425","217,710",0.7,0.6,0.7,[z],,
2021,England,Very bad,Female,30 to 34,1,"2,030","234,750",0.9,0.8,0.9,[z],,
2021,England,Very bad,Female,35 to 39,1,"2,640","213,400",1.2,1.2,1.3,[z],,
2021,England,Very bad,Female,40 to 44,1,"3,385","180,455",1.9,1.8,1.9,[z],,
2021,England,Very bad,Female,45 to 49,1,"5,035","169,170",3,2.9,3.1,[z],,
2021,England,Very bad,Female,50 to 54,1,"6,640","178,055",3.7,3.6,3.8,[z],,
2021,England,Very bad,Female,55 to 59,1,"7,740","166,010",4.7,4.6,4.8,[z],,
2021,England,Very bad,Female,60 to 64,1,"7,405","137,970",5.4,5.2,5.5,[z],,
2021,England,Very bad,Female,65 to 69,1,"5,575","109,000",5.1,5,5.2,[z],,
2021,England,Very bad,Female,70 to 74,1,"4,780","98,525",4.9,4.7,5,[z],,
2021,England,Very bad,Female,75 to 79,1,"3,815","70,060",5.4,5.3,5.6,[z],,
2021,England,Very bad,Female,80 to 84,1,"3,755","54,080",6.9,6.7,7.2,[z],,
2021,England,Very bad,Female,85 to 89,1,"2,725","35,010",7.8,7.5,8.1,[z],,
2021,England,Very bad,Female,90+,1,"1,825","21,920",8.3,7.9,8.7,[z],,
2021,England,Very bad,Female,Under 1,2,70,"33,620",0.2,0.2,0.3,[z],,
2021,England,Very bad,Female,1 to 4,2,225,"142,145",0.2,0.1,0.2,[z],,
2021,England,Very bad,Female,5 to 9,2,235,"186,890",0.1,0.1,0.1,[z],,
2021,England,Very bad,Female,10 to 14,2,340,"187,310",0.2,0.2,0.2,[z],,
2021,England,Very bad,Female,15 to 19,2,545,"174,640",0.3,0.3,0.3,[z],,
2021,England,Very bad,Female,20 to 24,2,735,"204,240",0.4,0.3,0.4,[z],,
2021,England,Very bad,Female,25 to 29,2,"1,095","229,155",0.5,0.4,0.5,[z],,
2021,England,Very bad,Female,30 to 34,2,"1,460","240,840",0.6,0.6,0.6,[z],,
2021,England,Very bad,Female,35 to 39,2,"1,990","217,320",0.9,0.9,1,[z],,
2021,England,Very bad,Female,40 to 44,2,"2,670","187,555",1.4,1.4,1.5,[z],,
2021,England,Very bad,Female,45 to 49,2,"3,960","179,005",2.2,2.1,2.3,[z],,
2021,England,Very bad,Female,50 to 54,2,"5,335","189,750",2.8,2.7,2.9,[z],,
2021,England,Very bad,Female,55 to 59,2,"6,070","175,780",3.5,3.4,3.5,[z],,
2021,England,Very bad,Female,60 to 64,2,"5,805","144,395",4,3.9,4.1,[z],,
2021,England,Very bad,Female,65 to 69,2,"4,300","115,140",3.7,3.6,3.8,[z],,
2021,England,Very bad,Female,70 to 74,2,"3,975","106,740",3.7,3.6,3.8,[z],,
2021,England,Very bad,Female,75 to 79,2,"3,470","77,650",4.5,4.3,4.6,[z],,
2021,England,Very bad,Female,80 to 84,2,"3,435","59,970",5.7,5.5,5.9,[z],,
2021,England,Very bad,Female,85 to 89,2,"2,670","38,935",6.9,6.6,7.1,[z],,
2021,England,Very bad,Female,90+,2,"2,095","25,530",8.2,7.9,8.6,[z],,
2021,England,Very bad,Female,Under 1,3,75,"32,115",0.2,0.2,0.3,[z],,
2021,England,Very bad,Female,1 to 4,3,150,"135,015",0.1,0.1,0.1,[z],,
2021,England,Very bad,Female,5 to 9,3,230,"174,345",0.1,0.1,0.1,[z],,
2021,England,Very bad,Female,10 to 14,3,250,"174,220",0.1,0.1,0.2,[z],,
2021,England,Very bad,Female,15 to 19,3,495,"165,480",0.3,0.3,0.3,[z],,
2021,England,Very bad,Female,20 to 24,3,700,"205,735",0.3,0.3,0.4,[z],,
2021,England,Very bad,Female,25 to 29,3,925,"235,245",0.4,0.4,0.4,[z],,
2021,England,Very bad,Female,30 to 34,3,"1,210","245,830",0.5,0.5,0.5,[z],,
2021,England,Very bad,Female,35 to 39,3,"1,620","219,860",0.7,0.7,0.8,[z],,
2021,England,Very bad,Female,40 to 44,3,"2,125","189,830",1.1,1.1,1.2,[z],,
2021,England,Very bad,Female,45 to 49,3,"3,145","181,305",1.7,1.7,1.8,[z],,
2021,England,Very bad,Female,50 to 54,3,"4,295","192,835",2.2,2.2,2.3,[z],,
2021,England,Very bad,Female,55 to 59,3,"5,125","181,595",2.8,2.7,2.9,[z],,
2021,England,Very bad,Female,60 to 64,3,"4,905","150,935",3.2,3.2,3.3,[z],,
2021,England,Very bad,Female,65 to 69,3,"3,670","123,940",3,2.9,3.1,[z],,
2021,England,Very bad,Female,70 to 74,3,"3,595","118,240",3,2.9,3.1,[z],,
2021,England,Very bad,Female,75 to 79,3,"3,285","86,530",3.8,3.7,3.9,[z],,
2021,England,Very bad,Female,80 to 84,3,"3,195","66,230",4.8,4.7,5,[z],,
2021,England,Very bad,Female,85 to 89,3,"2,690","42,445",6.3,6.1,6.6,[z],,
2021,England,Very bad,Female,90+,3,"2,145","28,010",7.7,7.3,8,[z],,
2021,England,Very bad,Female,Under 1,4,55,"29,810",0.2,0.1,0.2,[z],,
2021,England,Very bad,Female,1 to 4,4,165,"123,665",0.1,0.1,0.2,[z],,
2021,England,Very bad,Female,5 to 9,4,150,"159,805",0.1,0.1,0.1,[z],,
2021,England,Very bad,Female,10 to 14,4,225,"159,875",0.1,0.1,0.2,[z],,
2021,England,Very bad,Female,15 to 19,4,370,"159,490",0.2,0.2,0.3,[z],,
2021,England,Very bad,Female,20 to 24,4,630,"198,245",0.3,0.3,0.3,[z],,
2021,England,Very bad,Female,25 to 29,4,745,"219,870",0.3,0.3,0.4,[z],,
2021,England,Very bad,Female,30 to 34,4,990,"230,340",0.4,0.4,0.5,[z],,
2021,England,Very bad,Female,35 to 39,4,"1,320","208,095",0.6,0.6,0.7,[z],,
2021,England,Very bad,Female,40 to 44,4,"1,725","184,510",0.9,0.9,1,[z],,
2021,England,Very bad,Female,45 to 49,4,"2,450","178,635",1.4,1.3,1.4,[z],,
2021,England,Very bad,Female,50 to 54,4,"3,535","195,375",1.8,1.7,1.9,[z],,
2021,England,Very bad,Female,55 to 59,4,"4,100","190,275",2.2,2.1,2.2,[z],,
2021,England,Very bad,Female,60 to 64,4,"3,975","161,305",2.5,2.4,2.5,[z],,
2021,England,Very bad,Female,65 to 69,4,"3,160","136,465",2.3,2.2,2.4,[z],,
2021,England,Very bad,Female,70 to 74,4,"3,335","137,090",2.4,2.4,2.5,[z],,
2021,England,Very bad,Female,75 to 79,4,"3,195","100,815",3.2,3.1,3.3,[z],,
2021,England,Very bad,Female,80 to 84,4,"3,180","73,705",4.3,4.2,4.5,[z],,
2021,England,Very bad,Female,85 to 89,4,"2,795","48,525",5.8,5.5,6,[z],,
2021,England,Very bad,Female,90+,4,"2,350","32,370",7.3,7,7.6,[z],,
2021,England,Very bad,Female,Under 1,5,60,"27,745",0.2,0.2,0.3,[z],,
2021,England,Very bad,Female,1 to 4,5,105,"117,635",0.1,0.1,0.1,[z],,
2021,England,Very bad,Female,5 to 9,5,135,"153,745",0.1,0.1,0.1,[z],,
2021,England,Very bad,Female,10 to 14,5,180,"154,540",0.1,0.1,0.1,[z],,
2021,England,Very bad,Female,15 to 19,5,350,"151,925",0.2,0.2,0.3,[z],,
2021,England,Very bad,Female,20 to 24,5,515,"179,530",0.3,0.3,0.3,[z],,
2021,England,Very bad,Female,25 to 29,5,605,"200,055",0.3,0.3,0.3,[z],,
2021,England,Very bad,Female,30 to 34,5,885,"213,740",0.4,0.4,0.4,[z],,
2021,England,Very bad,Female,35 to 39,5,"1,100","196,875",0.6,0.5,0.6,[z],,
2021,England,Very bad,Female,40 to 44,5,"1,435","180,315",0.8,0.8,0.8,[z],,
2021,England,Very bad,Female,45 to 49,5,"2,095","180,195",1.2,1.1,1.2,[z],,
2021,England,Very bad,Female,50 to 54,5,"2,970","199,290",1.5,1.4,1.5,[z],,
2021,England,Very bad,Female,55 to 59,5,"3,500","197,305",1.8,1.7,1.8,[z],,
2021,England,Very bad,Female,60 to 64,5,"3,340","169,270",2,1.9,2,[z],,
2021,England,Very bad,Female,65 to 69,5,"2,745","147,180",1.9,1.8,1.9,[z],,
2021,England,Very bad,Female,70 to 74,5,"2,975","149,770",2,1.9,2.1,[z],,
2021,England,Very bad,Female,75 to 79,5,"2,945","111,270",2.6,2.6,2.7,[z],,
2021,England,Very bad,Female,80 to 84,5,"3,145","81,560",3.9,3.7,4,[z],,
2021,England,Very bad,Female,85 to 89,5,"2,845","53,795",5.3,5.1,5.5,[z],,
2021,England,Very bad,Female,90+,5,"2,445","35,210",6.9,6.7,7.2,[z],,
2021,England,Very bad,Female,Under 1,6,40,"27,040",0.1,0.1,0.2,[z],,
2021,England,Very bad,Female,1 to 4,6,115,"115,275",0.1,0.1,0.1,[z],,
2021,England,Very bad,Female,5 to 9,6,100,"152,715",0.1,0.1,0.1,[z],,
2021,England,Very bad,Female,10 to 14,6,165,"154,900",0.1,0.1,0.1,[z],,
2021,England,Very bad,Female,15 to 19,6,340,"148,385",0.2,0.2,0.3,[z],,
2021,England,Very bad,Female,20 to 24,6,425,"171,505",0.2,0.2,0.3,[z],,
2021,England,Very bad,Female,25 to 29,6,625,"193,815",0.3,0.3,0.3,[z],,
2021,England,Very bad,Female,30 to 34,6,735,"207,000",0.4,0.3,0.4,[z],,
2021,England,Very bad,Female,35 to 39,6,"1,000","195,020",0.5,0.5,0.5,[z],,
2021,England,Very bad,Female,40 to 44,6,"1,240","182,260",0.7,0.6,0.7,[z],,
2021,England,Very bad,Female,45 to 49,6,"1,745","183,525",1,0.9,1,[z],,
2021,England,Very bad,Female,50 to 54,6,"2,615","203,940",1.3,1.2,1.3,[z],,
2021,England,Very bad,Female,55 to 59,6,"3,005","203,535",1.5,1.4,1.5,[z],,
2021,England,Very bad,Female,60 to 64,6,"2,915","176,440",1.7,1.6,1.7,[z],,
2021,England,Very bad,Female,65 to 69,6,"2,555","155,110",1.6,1.6,1.7,[z],,
2021,England,Very bad,Female,70 to 74,6,"2,685","161,050",1.7,1.6,1.7,[z],,
2021,England,Very bad,Female,75 to 79,6,"2,835","120,500",2.4,2.3,2.4,[z],,
2021,England,Very bad,Female,80 to 84,6,"2,950","87,420",3.4,3.3,3.5,[z],,
2021,England,Very bad,Female,85 to 89,6,"2,705","57,215",4.7,4.5,4.9,[z],,
2021,England,Very bad,Female,90+,6,"2,390","37,500",6.4,6.1,6.6,[z],,
2021,England,Very bad,Female,Under 1,7,35,"25,420",0.1,0.1,0.2,[z],,
2021,England,Very bad,Female,1 to 4,7,90,"108,825",0.1,0.1,0.1,[z],,
2021,England,Very bad,Female,5 to 9,7,100,"146,510",0.1,0.1,0.1,[z],,
2021,England,Very bad,Female,10 to 14,7,185,"151,170",0.1,0.1,0.1,[z],,
2021,England,Very bad,Female,15 to 19,7,275,"142,920",0.2,0.2,0.2,[z],,
2021,England,Very bad,Female,20 to 24,7,445,"150,455",0.3,0.3,0.3,[z],,
2021,England,Very bad,Female,25 to 29,7,480,"170,825",0.3,0.3,0.3,[z],,
